,H,N,SimpleE,SimpleC,delta
0,25.022624265575555,5.0,1.1750216162385694,25,4
1,24.83514593449102,5.0,0.7375094128995446,23,6
2,5.43341271999092,5.0,1.0579048227256218,27,4
3,2.7314438864126176,4.788332155912139,1.1370397223737565,26,4
4,60.71697722830432,5.0,2.636348321406634,20,2
5,11.908584165693137,5.0,1.5382521430329223,24,6
6,8.444859663457486,5.0,0.398206107239051,10,2
7,41.38221906702112,5.0,0.7489536569317383,23,6
8,8.258254380681317,5.0,0.3173512345692658,21,6
9,10.6211389173856,5.0,0.8659857607140904,24,2
10,8.941212509851741,5.0,0.0,26,6
11,19.439082413641696,5.0,0.0,16,4
12,28.294788879743336,5.0,0.0451297395193499,14,2
13,8.506096308754554,1.7963622901896077,1.172646916733938,21,4
14,34.72007962163768,5.0,0.0,27,6
15,42.711698276469996,5.0,1.225127093345334,18,6
16,23.372270183447785,5.0,0.008215459475233373,14,4
17,33.26761350225074,5.0,1.0522694520318105,16,2
18,45.46130201371569,5.0,0.2797401011893773,10,2
19,3.5786421373568524,5.0,1.6271243556183288,24,6
20,20.657235918337403,5.0,0.8607379759440252,22,4
21,4.7285657396875616,5.0,1.0597390121347101,19,2
22,38.2909056629446,5.0,1.9953074665427062,15,2
23,21.91290605121031,5.0,0.10894517762267358,22,4
24,52.901411686059916,5.0,0.0,25,6
25,19.870229467248024,5.0,0.7453963630589961,16,6
26,5.386909691053364,5.0,0.8781754930847896,26,6
27,32.12871323957749,5.0,2.0878204497907493,27,6
28,32.45571772559655,5.0,0.04825751749920393,18,2
29,38.394264385606895,5.0,0.35225307836429026,22,6
30,25.745460982321035,5.0,0.9772355875733214,16,4
31,9.756458256048218,5.0,1.2470558181632911,8,2
32,15.716497640357796,4.11912609593087,0.0,27,6
33,40.249931228708334,2.4191355028189836,0.0,26,4
34,51.158496996140116,5.0,0.15306047378076187,17,6
35,27.564293347019547,1.4362191992273852,0.8126077077168217,15,4
36,37.71214639086117,5.0,1.3354785431471172,31,4
37,45.920432376516935,5.0,1.8300209908571372,18,2
38,12.428761092804196,5.0,0.0,26,4
39,22.359153957505637,5.0,0.6012791197258427,24,6
40,38.798758037339056,5.0,0.0,16,4
41,2.275119249363414,5.0,0.0,13,2
42,47.195038658795994,5.0,0.03044366705558821,28,6
43,27.934537957475914,5.0,0.0,21,2
44,55.09207682710565,5.0,0.0,13,2
45,12.243973441723579,5.0,0.9946940760550116,23,4
46,6.310902782826026,5.0,0.0,10,2
47,18.461177991272145,5.0,0.04439600244974584,20,2
48,42.23956977276769,5.0,0.37574788541686793,28,4
49,21.812293383295692,5.0,0.5540461695336951,25,4
50,47.970456710275116,5.0,1.0948306942808372,15,4
51,36.19752682125585,5.0,1.3186691431119784,26,6
52,7.949944557500185,5.0,0.01144680161075726,16,2
53,37.30386009646664,3.1931891798115757,0.1772892277446182,17,6
54,6.867416545244316,5.0,0.8986682591470796,30,4
55,36.47711341629185,5.0,1.1485257364389936,12,2
56,6.289395116330811,5.0,0.2754329851995577,16,4
57,20.589579756283445,5.0,0.0,15,4
58,22.875325015506018,5.0,0.0,15,4
59,35.194477571623366,5.0,0.7243543259323267,10,2
60,36.471461242504105,5.0,0.0,30,6
61,13.325495110746733,5.0,0.0,17,4
62,4.594406779224645,5.0,0.356054969433574,26,6
63,43.602278055168185,5.0,0.9085189154892106,19,2
64,44.890497553021916,5.0,0.6351304807032832,23,4
65,21.85082791299769,5.0,1.516163985961132,13,2
66,24.215595966842972,5.0,1.1281548350334,13,2
67,27.540281055397053,5.0,0.0,21,4
68,16.462674858094854,5.0,1.479627689871731,14,2
69,51.552125355496116,5.0,0.9546308376215126,12,2
70,46.97655897253993,4.184360291696127,0.39287015307897016,12,2
71,40.03385852897314,5.0,0.0,34,4
72,12.46303682982854,5.0,1.6528531425441626,24,4
73,1.4885041103645396,5.0,0.0,27,4
74,7.102805529917436,5.0,1.089670492350125,33,4
75,36.06081992479112,5.0,0.0,19,2
76,17.36103636042644,5.0,0.0,14,2
77,11.123422734262862,5.0,0.8931258583378479,6,2
78,29.636130249715293,5.0,1.6404664076250521,7,2
79,55.36503187471804,5.0,0.17094918638808543,20,4
80,3.7106572875772503,5.0,1.0679481508836113,29,6
81,25.405236071962612,5.0,0.0,12,2
82,49.40074820963014,5.0,0.35035855565227425,24,6
83,48.557304515203846,5.0,0.37606064017284413,23,6
84,24.189984302406383,5.0,1.5570677149752186,20,4
85,43.38147089643661,5.0,0.6410741092030697,7,2
86,48.0377322005449,5.0,0.0,20,4
87,8.20849153240982,5.0,1.3424791465670811,13,2
88,11.81985698183823,5.0,1.0069639202756069,15,6
89,13.190878286260915,5.0,0.0,12,4
90,18.61575395189808,5.0,1.0699845857557257,26,6
91,54.23026802151839,5.0,0.5255079001218541,23,6
92,29.645104959884925,5.0,0.19601816842440184,26,6
93,11.736939569165925,5.0,0.4358923980989605,30,6
94,14.265679075508562,1.1083724392587335,0.18196708351442537,21,6
95,26.849681997484954,5.0,0.3089619209719241,24,4
96,33.33410479884341,5.0,0.08918190056007874,16,2
97,26.53198854773366,5.0,0.0,25,4
98,23.927386562827515,5.0,0.0,19,4
99,59.48896998347936,5.0,1.7769202408322267,26,4
100,39.796146011819516,5.0,0.0,26,4
101,52.929079464305424,5.0,0.6375212937591699,22,6
102,35.586920341775716,5.0,0.15120030310244714,22,4
103,4.315689584567246,5.0,1.6629922600935299,15,2
104,52.550548791107694,5.0,0.0,24,6
105,4.720402451103898,5.0,0.879707731370408,20,6
