,time,meanH,meanB,meanC,varH,varB,varC
0,52.0,0.6627743717603614,0.6627743717603614,0.6627743717603614,0.7572677306251502,0.7572677306251502,0.7572677306251502
1,104.0,0.1066610455311973,0.1066610455311973,0.1066610455311973,0.10793202170345999,0.10793202170345999,0.10793202170345999
2,156.0,0.2680307870186956,0.2680307870186956,0.2680307870186956,0.31371438534089424,0.31371438534089424,0.31371438534089424
3,208.0,17.880883709408955,17.880883709408955,17.880883709408955,42.3549606098667,42.3549606098667,42.3549606098667
4,260.0,0.04897959183673469,0.04897959183673469,0.04897959183673469,0.05338331250867693,0.05338331250867693,0.05338331250867693
5,312.0,0.29915147638054856,0.29915147638054856,0.29915147638054856,0.454856179443192,0.454856179443192,0.454856179443192
6,364.0,0.6616598407403369,0.6616598407403369,0.6616598407403369,0.777181117771544,0.777181117771544,0.777181117771544
7,416.0,0.12724392819429778,0.12724392819429778,0.12724392819429778,0.1458997958316654,0.1458997958316654,0.1458997958316654
8,468.0,0.27706957027218054,0.27706957027218054,0.27706957027218054,0.4904890152536434,0.4904890152536434,0.4904890152536434
9,520.0,0.06942003514938488,0.06942003514938488,0.06942003514938488,0.06460089386924306,0.06460089386924306,0.06460089386924306
10,572.0,0.43963104109499274,0.43963104109499274,0.43963104109499274,3.711314355228241,3.711314355228241,3.711314355228241
11,624.0,3.6568853686781986,3.6568853686781986,3.6568853686781986,103.88805804628507,103.88805804628507,103.88805804628507
12,676.0,0.19188263557370525,0.19188263557370525,0.19188263557370525,0.18033168307306113,0.18033168307306113,0.18033168307306113
13,728.0,0.40327504830374056,0.40327504830374056,0.40327504830374056,0.3904844422908159,0.3904844422908159,0.3904844422908159
14,780.0,0.13650310233959168,0.13650310233959168,0.13650310233959168,0.1635089182769007,0.1635089182769007,0.1635089182769007
15,832.0,51.461426787881614,51.461426787881614,51.461426787881614,1659.6837999091756,1659.6837999091756,1659.6837999091756
16,884.0,0.23547915596493044,0.23547915596493044,0.23547915596493044,0.38310929407826855,0.38310929407826855,0.38310929407826855
17,936.0,0.4838040036033039,0.4838040036033039,0.4838040036033039,0.5550776664196025,0.5550776664196025,0.5550776664196025
18,988.0,0.29870000893406756,0.29870000893406756,0.29870000893406756,0.2512884383273031,0.2512884383273031,0.2512884383273031
19,1040.0,0.29141018452197776,0.29141018452197776,0.29141018452197776,0.686176697877028,0.686176697877028,0.686176697877028
20,52.0,0.2350281720490897,0.2350281720490897,0.2350281720490897,0.7166572092700274,0.7166572092700274,0.7166572092700274
21,104.0,0.5497680985462887,0.5497680985462887,0.5497680985462887,0.597022702207763,0.597022702207763,0.597022702207763
22,156.0,3.558350228503173,3.558350228503173,3.558350228503173,3.3479390873874686,3.3479390873874686,3.3479390873874686
23,208.0,0.32468477202663376,0.32468477202663376,0.32468477202663376,0.3788821749999196,0.3788821749999196,0.3788821749999196
24,260.0,0.5494062901100476,0.5494062901100476,0.5494062901100476,0.6988619403509603,0.6988619403509603,0.6988619403509603
25,312.0,0.1477412610875273,0.1477412610875273,0.1477412610875273,0.14990954450994046,0.14990954450994046,0.14990954450994046
26,364.0,0.43839244668280986,0.43839244668280986,0.43839244668280986,0.43035433184055755,0.43035433184055755,0.43035433184055755
27,416.0,0.11132857597266826,0.11132857597266826,0.11132857597266826,0.1535700239292505,0.1535700239292505,0.1535700239292505
28,468.0,1.9401217216627753,1.9401217216627753,1.9401217216627753,1.2985833091882357,1.2985833091882357,1.2985833091882357
29,520.0,0.043782837127845885,0.043782837127845885,0.043782837127845885,0.044492870528553156,0.044492870528553156,0.044492870528553156
30,572.0,0.02870641481562796,0.02870641481562796,0.02870641481562796,0.031002873953099936,0.031002873953099936,0.031002873953099936
31,624.0,0.11616836008643774,0.11616836008643774,0.11616836008643774,0.10415547155934214,0.10415547155934214,0.10415547155934214
32,676.0,0.05244755244755245,0.05244755244755245,0.05244755244755245,0.052027809020816024,0.052027809020816024,0.052027809020816024
33,728.0,0.1343784994400896,0.1343784994400896,0.1343784994400896,0.11744073915698683,0.11744073915698683,0.11744073915698683
34,780.0,0.30831290939456624,0.30831290939456624,0.30831290939456624,0.2781243881165517,0.2781243881165517,0.2781243881165517
35,832.0,0.19428571428571428,0.19428571428571428,0.19428571428571428,0.23082448979591833,0.23082448979591833,0.23082448979591833
36,884.0,0.12306403065744992,0.12306403065744992,0.12306403065744992,0.14572162076021242,0.14572162076021242,0.14572162076021242
37,936.0,0.21063394683026584,0.21063394683026584,0.21063394683026584,0.22761698052450438,0.22761698052450438,0.22761698052450438
38,988.0,0.32732375517838125,0.32732375517838125,0.32732375517838125,0.3428846011068044,0.3428846011068044,0.3428846011068044
39,1040.0,0.0,0.0,0.0,0.0,0.0,0.0
40,52.0,0.1122715404699739,0.1122715404699739,0.1122715404699739,0.1179434040725617,0.1179434040725617,0.1179434040725617
41,104.0,0.5697797972213006,0.5697797972213006,0.5697797972213006,0.658432245695945,0.658432245695945,0.658432245695945
42,156.0,0.28350011211382,0.28350011211382,0.28350011211382,0.413238171098304,0.413238171098304,0.413238171098304
43,208.0,0.23234820007511603,0.23234820007511603,0.23234820007511603,0.32863874595214704,0.32863874595214704,0.32863874595214704
44,260.0,0.4149865472320418,0.4149865472320418,0.4149865472320418,0.7101435672586975,0.7101435672586975,0.7101435672586975
45,312.0,0.14018341439032495,0.14018341439032495,0.14018341439032495,0.14476697176111453,0.14476697176111453,0.14476697176111453
46,364.0,0.038541234977206795,0.038541234977206795,0.038541234977206795,0.037055808183638524,0.037055808183638524,0.037055808183638524
47,416.0,0.04644808743169399,0.04644808743169399,0.04644808743169399,0.0442906626056317,0.0442906626056317,0.0442906626056317
48,468.0,0.1260075015803173,0.1260075015803173,0.1260075015803173,0.1289516145508452,0.1289516145508452,0.1289516145508452
49,520.0,0.25040924631189915,0.25040924631189915,0.25040924631189915,0.25083964983697027,0.25083964983697027,0.25083964983697027
50,572.0,0.4309669175310856,0.4309669175310856,0.4309669175310856,0.7574182838893233,0.7574182838893233,0.7574182838893233
51,624.0,0.021513638109873223,0.021513638109873223,0.021513638109873223,0.02412417835798966,0.02412417835798966,0.02412417835798966
52,676.0,0.2335900179495543,0.2335900179495543,0.2335900179495543,0.3605898025267343,0.3605898025267343,0.3605898025267343
53,728.0,0.14222222222222222,0.14222222222222222,0.14222222222222222,0.13088395061728395,0.13088395061728395,0.13088395061728395
54,780.0,0.2091364705975086,0.2091364705975086,0.2091364705975086,0.20955131529265164,0.20955131529265164,0.20955131529265164
55,832.0,0.2051865332120109,0.2051865332120109,0.2051865332120109,0.24497764946377762,0.24497764946377762,0.24497764946377762
56,884.0,0.22712285843758295,0.22712285843758295,0.22712285843758295,0.26989100947471734,0.26989100947471734,0.26989100947471734
57,936.0,0.19857126126380217,0.19857126126380217,0.19857126126380217,0.24914021358021443,0.24914021358021443,0.24914021358021443
58,988.0,0.3762497125684603,0.3762497125684603,0.3762497125684603,0.5433969461528448,0.5433969461528448,0.5433969461528448
59,1040.0,0.1352725892654842,0.1352725892654842,0.1352725892654842,0.15056665527583576,0.15056665527583576,0.15056665527583576
60,52.0,0.11957200973029236,0.11957200973029236,0.11957200973029236,0.1179780498070835,0.1179780498070835,0.1179780498070835
61,104.0,0.06629834254143646,0.06629834254143646,0.06629834254143646,0.06190287231769481,0.06190287231769481,0.06190287231769481
62,156.0,0.18530524041058888,0.18530524041058888,0.18530524041058888,0.1671746637164603,0.1671746637164603,0.1671746637164603
63,208.0,33.97658536585366,33.97658536585366,33.97658536585366,28.336362324013486,28.336362324013486,28.336362324013486
64,260.0,1.067825573549761,1.067825573549761,1.067825573549761,3.7585114507541055,3.7585114507541055,3.7585114507541055
65,312.0,0.11655444625029023,0.11655444625029023,0.11655444625029023,0.10296950730957842,0.10296950730957842,0.10296950730957842
66,364.0,27.221926960026455,27.221926960026455,27.221926960026455,50.118736224938864,50.118736224938864,50.118736224938864
67,416.0,0.19253532160284487,0.19253532160284487,0.19253532160284487,0.17592821302241776,0.17592821302241776,0.17592821302241776
68,468.0,0.05842956120092379,0.05842956120092379,0.05842956120092379,0.05501554757879128,0.05501554757879128,0.05501554757879128
69,520.0,0.9942942264548125,0.9942942264548125,0.9942942264548125,1.0904716532244667,1.0904716532244667,1.0904716532244667
70,572.0,0.47220272080742476,0.47220272080742476,0.47220272080742476,2.7154467536588607,2.7154467536588607,2.7154467536588607
71,624.0,0.39558557563835217,0.39558557563835217,0.39558557563835217,0.4034906687779726,0.4034906687779726,0.4034906687779726
72,676.0,97.69882171274516,97.69882171274516,97.69882171274516,157.909483467001,157.909483467001,157.909483467001
73,728.0,0.0815729606759831,0.0815729606759831,0.0815729606759831,0.08011868276578755,0.08011868276578755,0.08011868276578755
74,780.0,0.04683698296836983,0.04683698296836983,0.04683698296836983,0.051942550067783165,0.051942550067783165,0.051942550067783165
75,832.0,0.03984719843145717,0.03984719843145717,0.03984719843145717,0.04147646593919584,0.04147646593919584,0.04147646593919584
76,884.0,0.26666666666666666,0.26666666666666666,0.26666666666666666,0.22412698412698417,0.22412698412698417,0.22412698412698417
77,936.0,0.05850312689126488,0.05850312689126488,0.05850312689126488,0.060729088804021225,0.060729088804021225,0.060729088804021225
78,988.0,0.12914923403738066,0.12914923403738066,0.12914923403738066,0.15800657894765507,0.15800657894765507,0.15800657894765507
