,time,meanH,meanB,meanC,varH,varB,varC
0,52.0,0.41418381843695923,0.41418381843695923,0.41418381843695923,0.5140488842776663,0.5140488842776663,0.5140488842776663
1,104.0,0.04477238619309655,0.04477238619309655,0.04477238619309655,0.045769320378047956,0.045769320378047956,0.045769320378047956
2,156.0,0.6896767590917303,0.6896767590917303,0.6896767590917303,0.7780848526375931,0.7780848526375931,0.7780848526375931
3,208.0,0.2826086956521739,0.2826086956521739,0.2826086956521739,0.24621928166351617,0.24621928166351617,0.24621928166351617
4,260.0,44.35089661137515,44.35089661137515,44.35089661137515,38.33936719946188,38.33936719946188,38.33936719946188
5,312.0,0.7655398314272973,0.7655398314272973,0.7655398314272973,3.052464216377796,3.052464216377796,3.052464216377796
6,364.0,0.00909090909090909,0.00909090909090909,0.00909090909090909,0.009008264462809917,0.009008264462809917,0.009008264462809917
7,416.0,0.38490525142185306,0.38490525142185306,0.38490525142185306,0.43954887039867563,0.43954887039867563,0.43954887039867563
8,468.0,0.45708334559854974,0.45708334559854974,0.45708334559854974,0.598590661476072,0.598590661476072,0.598590661476072
9,520.0,77.59784572861385,77.59784572861385,77.59784572861385,72.68393586826615,72.68393586826615,72.68393586826615
10,572.0,0.5390607649145203,0.5390607649145203,0.5390607649145203,0.33960071197586966,0.33960071197586966,0.33960071197586966
11,624.0,0.3545484891642145,0.3545484891642145,0.3545484891642145,0.379158816655,0.379158816655,0.379158816655
12,676.0,0.035318559556786706,0.035318559556786706,0.035318559556786706,0.034071158907620414,0.034071158907620414,0.034071158907620414
13,728.0,0.06159975482684646,0.06159975482684646,0.06159975482684646,0.07435441289604776,0.07435441289604776,0.07435441289604776
14,780.0,0.1071202930470167,0.1071202930470167,0.1071202930470167,0.09445162805972952,0.09445162805972952,0.09445162805972952
15,832.0,0.23038305603407605,0.23038305603407605,0.23038305603407605,0.6218339049665214,0.6218339049665214,0.6218339049665214
16,884.0,0.707067386298709,0.707067386298709,0.707067386298709,0.891014952703605,0.891014952703605,0.891014952703605
17,936.0,0.05,0.05,0.05,0.04749999999999999,0.04749999999999999,0.04749999999999999
18,988.0,0.2446043165467626,0.2446043165467626,0.2446043165467626,0.28629182984547613,0.28629182984547613,0.28629182984547613
19,1040.0,0.11125265392781317,0.11125265392781317,0.11125265392781317,0.1277502355290501,0.1277502355290501,0.1277502355290501
20,52.0,0.171706642476576,0.171706642476576,0.171706642476576,0.18570843320308164,0.18570843320308164,0.18570843320308164
