,time,meanH,meanB,meanC,varH,varB,varC
0,52.0,0.20412688020864167,0.20412688020864167,0.20412688020864167,0.2333175623590039,0.2333175623590039,0.2333175623590039
1,104.0,0.5333333333333333,0.5333333333333333,0.5333333333333333,0.5488888888888892,0.5488888888888892,0.5488888888888892
2,156.0,15.402192294286401,15.402192294286401,15.402192294286401,16.347429797630607,16.347429797630607,16.347429797630607
3,208.0,1.6320877556884978,1.6320877556884978,1.6320877556884978,10.072969913459444,10.072969913459444,10.072969913459444
4,260.0,0.005877843087145413,0.005877843087145413,0.005877843087145413,0.005843294047788308,0.005843294047788308,0.005843294047788308
5,312.0,0.07007874015748032,0.07007874015748032,0.07007874015748032,0.08957715915431831,0.08957715915431831,0.08957715915431831
6,364.0,0.08136996690597119,0.08136996690597119,0.08136996690597119,0.08009973031628068,0.08009973031628068,0.08009973031628068
7,416.0,0.17458592431533967,0.17458592431533967,0.17458592431533967,0.16784227214326788,0.16784227214326788,0.16784227214326788
8,468.0,0.18777292576419213,0.18777292576419213,0.18777292576419213,0.2608111973455884,0.2608111973455884,0.2608111973455884
9,520.0,0.12577716181338777,0.12577716181338777,0.12577716181338777,0.1332608258459439,0.1332608258459439,0.1332608258459439
10,572.0,0.18937013951495354,0.18937013951495354,0.18937013951495354,0.20517514280198482,0.20517514280198482,0.20517514280198482
11,624.0,0.002070366579281669,0.002070366579281669,0.002070366579281669,0.0015999736037734075,0.0015999736037734075,0.0015999736037734075
12,676.0,0.2626205789193696,0.2626205789193696,0.2626205789193696,0.24359800678842194,0.24359800678842194,0.24359800678842194
13,728.0,0.15885714285714286,0.15885714285714286,0.15885714285714286,0.1381929795918367,0.1381929795918367,0.1381929795918367
14,780.0,0.2883380464893244,0.2883380464893244,0.2883380464893244,0.3270108153470197,0.3270108153470197,0.3270108153470197
15,832.0,0.26442823022070916,0.26442823022070916,0.26442823022070916,0.3280404499114239,0.3280404499114239,0.3280404499114239
16,884.0,0.4132559092231938,0.4132559092231938,0.4132559092231938,0.39833465442873095,0.39833465442873095,0.39833465442873095
17,936.0,0.14479257923854824,0.14479257923854824,0.14479257923854824,0.3290812116213137,0.3290812116213137,0.3290812116213137
18,988.0,0.055728625822083766,0.055728625822083766,0.055728625822083766,0.06716084847443564,0.06716084847443564,0.06716084847443564
